 Timestamp,Flow ID, Source IP, Source Port, Destination IP, Destination Port, Protocol, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
11/07/2017 02:37:18,172.217.10.36-10.42.0.42-443-43291-6,10.42.0.42,43291,172.217.10.36,443,6,113528859,9,15,3887,2414,1315,0,431.8888889,623.3240418,681,0,160.9333333,234.7559422,55.5013065,0.211399993,4936037.348,1.63E+07,5.84E+07,7,1.14E+08,1.42E+07,2.61E+07,5.84E+07,39638,1.13E+08,8105914.286,2.05E+07,5.85E+07,7,1,0,0,0,288,480,0.079274997,0.132124996,0,1315,299.68,461.8951649,213347.1433,0,1,0,0,1,0,0,0,1,312.1666667,431.8888889,160.9333333,288,0,0,0,0,0,0,9,3887,15,2414,1770,543,5,32,169550.5,13787.87513,179300,159801,5.65E+07,2709233.67,5.84E+07,5.46E+07,1
11/07/2017 02:37:18,10.42.0.1-10.42.0.42-53-10780-17,10.42.0.42,10780,10.42.0.1,53,17,531155,1,1,34,78,34,34,34,0,78,78,78,0,210.8612364,3.765379221,531155,0,531155,531155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,20,1.88268961,1.88268961,34,78,48.66666667,25.40341184,645.3333333,0,0,0,0,0,0,0,0,1,73,34,78,32,0,0,0,0,0,0,1,34,1,78,-1,-1,0,32,0,0,0,0,0,0,0,0,1
11/07/2017 02:37:18,10.42.0.1-10.42.0.42-53-45664-17,10.42.0.42,45664,10.42.0.1,53,17,294799,1,1,31,74,31,31,31,0,74,74,74,0,356.1748853,6.784283529,294799,0,294799,294799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,20,3.392141764,3.392141764,31,74,45.33333333,24.82606158,616.3333333,0,0,0,0,0,0,0,0,1,68,31,74,32,0,0,0,0,0,0,1,31,1,74,-1,-1,0,32,0,0,0,0,0,0,0,0,1
11/07/2017 02:37:18,10.42.0.1-10.42.0.42-53-52089-17,10.42.0.42,52089,10.42.0.1,53,17,347408,1,1,29,71,29,29,29,0,71,71,71,0,287.8459909,5.756919818,347408,0,347408,347408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,32,2.878459909,2.878459909,29,71,43,24.24871131,588,0,0,0,0,0,0,0,0,1,64.5,29,71,40,0,0,0,0,0,0,1,29,1,71,-1,-1,0,40,0,0,0,0,0,0,0,0,1
11/07/2017 02:37:18,10.42.0.1-10.42.0.42-53-13649-17,10.42.0.42,13649,10.42.0.1,53,17,1113159,1,1,29,78,29,29,29,0,78,78,78,0,96.122836,1.796688523,1113159,0,1113159,1113159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0.898344262,0.898344262,29,78,45.33333333,28.29016319,800.3333333,0,0,0,0,0,0,0,0,1,68,29,78,20,0,0,0,0,0,0,1,29,1,78,-1,-1,0,20,0,0,0,0,0,0,0,0,1
11/07/2017 02:37:19,10.42.0.42-98.139.180.149-46381-443-6,10.42.0.42,46381,98.139.180.149,443,6,44,2,0,0,0,0,0,0,0,0,0,0,0,0,45454.54545,44,0,44,44,44,44,0,44,44,0,0,0,0,0,0,0,0,0,40,0,45454.54545,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,1689,-1,0,20,0,0,0,0,0,0,0,0,1
11/07/2017 02:37:20,10.42.0.42-103.235.46.39-35445-80-6,10.42.0.42,35445,103.235.46.39,80,6,266189,2,0,0,0,0,0,0,0,0,0,0,0,0,7.513458483,266189,0,266189,266189,266189,266189,0,266189,266189,0,0,0,0,0,0,0,0,0,40,0,7.513458483,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,1369,-1,0,20,0,0,0,0,0,0,0,0,1
11/07/2017 02:37:20,10.42.0.42-69.147.92.11-56686-443-6,10.42.0.42,56686,69.147.92.11,443,6,10565,2,0,0,0,0,0,0,0,0,0,0,0,0,189.3043067,10565,0,10565,10565,10565,10565,0,10565,10565,0,0,0,0,0,0,0,0,0,64,0,189.3043067,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,2410,-1,0,32,0,0,0,0,0,0,0,0,1
11/07/2017 02:37:20,10.42.0.42-103.235.46.212-39347-443-6,10.42.0.42,39347,103.235.46.212,443,6,85906424,16,17,1355,8273,1027,0,84.6875,257.7670056,1460,0,486.6470588,602.4351564,112.0754369,0.384138909,2684575.75,1.50E+07,8.50E+07,11,903802,60253.46667,99097.66002,274971,45,8.56E+07,5352335.188,2.12E+07,8.50E+07,11,0,0,0,0,400,360,0.186249168,0.197889741,0,1460,283.1764706,499.0253209,249026.2709,0,0,0,1,0,0,0,0,1,291.7575758,84.6875,486.6470588,400,0,0,0,0,0,0,16,1355,17,8273,65535,876,3,20,903802,0,903802,903802,8.50E+07,0,8.50E+07,8.50E+07,1
11/07/2017 02:37:21,10.42.0.42-103.235.46.39-35445-80-6,103.235.46.39,80,10.42.0.42,35445,6,24,2,0,0,0,0,0,0,0,0,0,0,0,0,83333.33333,24,0,24,24,24,24,0,24,24,0,0,0,0,0,0,0,0,0,40,0,83333.33333,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,776,-1,0,20,0,0,0,0,0,0,0,0,1
11/07/2017 02:37:21,10.42.0.42-103.235.46.39-35445-80-6,10.42.0.42,35445,103.235.46.39,80,6,197536,1,1,0,0,0,0,0,0,0,0,0,0,0,10.12473676,197536,0,197536,197536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,5.062368378,5.062368378,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,20,0,0,0,0,0,0,1,0,1,0,0,776,0,20,0,0,0,0,0,0,0,0,1
11/07/2017 02:37:21,10.42.0.42-77.234.42.235-35401-80-6,10.42.0.42,35401,77.234.42.235,80,6,531778,2,0,0,0,0,0,0,0,0,0,0,0,0,3.760967923,531778,0,531778,531778,531778,531778,0,531778,531778,0,0,0,0,0,0,0,0,0,64,0,3.760967923,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,2410,-1,0,32,0,0,0,0,0,0,0,0,1
11/07/2017 02:37:21,10.42.0.42-77.234.42.235-43181-80-6,10.42.0.42,43181,77.234.42.235,80,6,785343,2,0,0,0,0,0,0,0,0,0,0,0,0,2.546657957,785343,0,785343,785343,785343,785343,0,785343,785343,0,0,0,0,0,0,0,0,0,64,0,2.546657957,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,1460,-1,0,32,0,0,0,0,0,0,0,0,1
11/07/2017 02:37:21,10.42.0.42-103.235.46.212-39348-443-6,10.42.0.42,39348,103.235.46.212,443,6,51772556,3,1,0,0,0,0,0,0,0,0,0,0,0,0.077261011,1.73E+07,2.97E+07,5.15E+07,6744,5.18E+07,2.59E+07,3.62E+07,5.15E+07,277738,0,0,0,0,0,0,0,0,0,80,40,0.057945758,0.019315253,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,3,0,1,0,65535,8192,0,20,0,0,0,0,0,0,0,0,1
11/07/2017 02:37:21,10.42.0.42-59.38.112.48-57531-443-6,10.42.0.42,57531,59.38.112.48,443,6,51564457,7,4,0,0,0,0,0,0,0,0,0,0,0,0.213325237,5156445.7,1.57E+07,4.99E+07,2240,5.16E+07,8594076.167,2.02E+07,4.99E+07,35045,412790,137596.6667,65025.00732,212681,99961,0,0,0,0,216,128,0.135752423,0.077572813,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,216,0,0,0,0,0,0,7,0,4,0,65535,65535,0,20,0,0,0,0,0,0,0,0,1
11/07/2017 02:37:21,10.42.0.42-59.38.112.48-57530-443-6,10.42.0.42,57530,59.38.112.48,443,6,61784484,27,30,1156,14885,414,0,42.81481481,116.020236,1340,0,496.1666667,572.6667252,259.6282911,0.922561723,1103294.357,7781733.844,5.83E+07,4,3514822,135185.4615,358284.4161,1717109,6,6.15E+07,2121659.966,1.08E+07,5.84E+07,4,0,0,0,0,584,624,0.437002921,0.485558801,0,1340,276.5689655,474.9688489,225595.4074,0,0,0,1,0,0,0,0,1,281.4210526,42.81481481,496.1666667,584,0,0,0,0,0,0,27,1156,30,14885,65535,2315,4,20,3514822,0,3514822,3514822,5.83E+07,0,5.83E+07,5.83E+07,1
11/07/2017 02:37:21,10.42.0.1-10.42.0.42-53-5388-17,10.42.0.42,5388,10.42.0.1,53,17,215147,1,1,32,74,32,32,32,0,74,74,74,0,492.6863958,9.295969732,215147,0,215147,215147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,4.647984866,4.647984866,32,74,46,24.24871131,588,0,0,0,0,0,0,0,0,1,69,32,74,20,0,0,0,0,0,0,1,32,1,74,-1,-1,0,20,0,0,0,0,0,0,0,0,1
11/07/2017 02:37:22,220.181.7.190-10.42.0.42-443-34648-6,10.42.0.42,34648,220.181.7.190,443,6,12435123,30,33,2975,18450,1055,0,99.16666667,273.2635564,1460,0,559.0909091,634.2407057,1722.942346,5.066294881,200566.5,1140519.269,8956145,5,3478952,119963.8621,226777.5899,1041307,6,1.22E+07,380462.125,1592808.702,9008537,5,0,0,0,0,704,680,2.412521372,2.653773509,0,1460,334.765625,541.5405932,293266.214,0,0,0,1,0,0,0,0,1,340.0793651,99.16666667,559.0909091,704,0,0,0,0,0,0,30,2975,33,18450,65535,656,5,20,3478952,0,3478952,3478952,8956145,0,8956145,8956145,1
11/07/2017 02:37:23,10.42.0.42-77.234.42.235-35401-80-6,10.42.0.42,35401,77.234.42.235,80,6,2160129,2,0,0,0,0,0,0,0,0,0,0,0,0,0.925870631,2160129,0,2160129,2160129,2160129,2160129,0,2160129,2160129,0,0,0,0,0,0,0,0,0,64,0,0.925870631,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,2410,-1,0,32,0,0,0,0,0,0,0,0,1
11/07/2017 02:37:23,220.181.7.190-10.42.0.42-443-34649-6,10.42.0.42,34649,220.181.7.190,443,6,49901336,3,1,0,0,0,0,0,0,0,0,0,0,0,0.080158175,1.66E+07,2.86E+07,4.96E+07,2797,4.99E+07,2.50E+07,3.49E+07,4.96E+07,265963,0,0,0,0,0,0,0,0,0,80,40,0.060118631,0.020039544,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,3,0,1,0,65535,8192,0,20,0,0,0,0,0,0,0,0,1
11/07/2017 02:37:24,10.42.0.42-77.234.42.235-43181-80-6,10.42.0.42,43181,77.234.42.235,80,6,3173991,2,0,0,0,0,0,0,0,0,0,0,0,0,0.630121509,3173991,0,3173991,3173991,3173991,3173991,0,3173991,3173991,0,0,0,0,0,0,0,0,0,64,0,0.630121509,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,1460,-1,0,32,0,0,0,0,0,0,0,0,1
11/07/2017 02:37:26,10.42.0.42-77.234.40.70-42257-80-6,10.42.0.42,42257,77.234.40.70,80,6,279027,5,3,131,495,131,0,26.2,58.58498101,495,0,165,285.7883832,2243.510485,28.67106051,39861,58412.69959,125873,91,279027,69756.75,78579.88471,144763,91,136626,68313,95906.30695,136129,497,0,0,0,0,168,104,17.91941282,10.75164769,0,495,69.55555556,165.3194719,27330.52778,0,0,0,1,0,0,0,0,0,78.25,26.2,165,168,0,0,0,0,0,0,5,131,3,495,65535,1,1,32,0,0,0,0,0,0,0,0,1
11/07/2017 02:37:26,10.42.0.42-77.234.40.70-53080-80-6,10.42.0.42,53080,77.234.40.70,80,6,274663,5,3,131,495,131,0,26.2,58.58498101,495,0,165,285.7883832,2279.156639,29.12660242,39237.57143,62729.81479,133522,247,274663,68665.75,79096.67559,142822,247,137086,68543,96505.9335,136783,303,0,0,0,0,168,104,18.20412651,10.92247591,0,495,69.55555556,165.3194719,27330.52778,0,0,0,1,0,0,0,0,0,78.25,26.2,165,168,0,0,0,0,0,0,5,131,3,495,65535,1,1,32,0,0,0,0,0,0,0,0,1
11/07/2017 02:37:26,10.42.0.42-77.234.40.70-42257-80-6,77.234.40.70,80,10.42.0.42,42257,6,7932,1,1,0,0,0,0,0,0,0,0,0,0,0,252.1432173,7932,0,7932,7932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,126.0716087,126.0716087,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,1,1386,0,32,0,0,0,0,0,0,0,0,1
11/07/2017 02:37:27,10.42.0.42-77.234.40.70-53080-80-6,77.234.40.70,80,10.42.0.42,53080,6,2493,1,1,0,0,0,0,0,0,0,0,0,0,0,802.2462896,2493,0,2493,2493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,401.1231448,401.1231448,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,1,1386,0,32,0,0,0,0,0,0,0,0,1
11/07/2017 02:37:28,172.217.12.206-10.42.0.42-443-58699-17,10.42.0.42,58699,172.217.12.206,443,17,305732,11,11,4201,2943,1350,35,381.9090909,521.9230699,1350,26,267.5454545,409.5259122,23366.87033,71.95844727,14558.66667,20994.71383,73103,28,305732,30573.2,38243.46173,105441,57,186896,18689.6,22809.61317,59422,28,0,0,0,0,352,352,35.97922363,35.97922363,26,1350,369.3043478,499.0248158,249025.7668,0,0,0,0,0,0,0,0,1,386.0909091,381.9090909,267.5454545,352,0,0,0,0,0,0,11,4201,11,2943,-1,-1,10,32,0,0,0,0,0,0,0,0,1
11/07/2017 02:37:29,10.42.0.42-63.250.200.63-36349-443-6,10.42.0.42,36349,63.250.200.63,443,6,297,2,0,0,0,0,0,0,0,0,0,0,0,0,6734.006734,297,0,297,297,297,297,0,297,297,0,0,0,0,0,0,0,0,0,64,0,6734.006734,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,1731,-1,0,32,0,0,0,0,0,0,0,0,1
11/07/2017 02:37:29,10.42.0.42-77.234.42.235-35401-80-6,10.42.0.42,35401,77.234.42.235,80,6,8661574,2,0,0,0,0,0,0,0,0,0,0,0,0,0.230904914,8661574,0,8661574,8661574,8661574,8661574,0,8661574,8661574,0,0,0,0,0,0,0,0,0,64,0,0.230904914,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,2410,-1,0,32,0,0,0,0,0,0,0,0,1
11/07/2017 02:37:29,158.85.58.102-10.42.0.42-5222-58550-6,158.85.58.102,5222,10.42.0.42,58550,6,78524816,27,29,641,779,67,0,23.74074074,24.82956146,210,0,26.86206897,56.59677183,18.0834553,0.71315035,1427723.927,5706639.655,3.77E+07,36,7.85E+07,3020085.5,8105313.263,3.78E+07,236,7.84E+07,2801563.036,7824306.354,3.77E+07,36,1,0,0,0,864,928,0.343840347,0.369310003,0,210,24.96491228,43.57791254,1899.034461,0,1,0,0,1,0,0,0,1,25.41071429,23.74074074,26.86206897,864,0,0,0,0,0,0,27,641,29,779,1449,1449,14,32,2803018.333,608871.7421,3156071,2099956,2.23E+07,1.34E+07,3.77E+07,1.40E+07,1
11/07/2017 02:37:31,10.42.0.42-69.147.92.11-56674-443-6,10.42.0.42,56674,69.147.92.11,443,6,29,1,1,31,0,31,31,31,0,0,0,0,0,1068965.517,68965.51724,29,0,29,29,0,0,0,0,0,0,0,0,0,0,1,0,0,0,32,32,34482.75862,34482.75862,0,31,20.66666667,17.89785834,320.3333333,0,1,0,0,1,0,0,0,1,31,31,0,32,0,0,0,0,0,0,1,31,1,0,251,251,0,32,0,0,0,0,0,0,0,0,1
11/07/2017 02:37:33,10.42.0.42-77.234.42.235-43181-80-6,10.42.0.42,43181,77.234.42.235,80,6,12664507,2,0,0,0,0,0,0,0,0,0,0,0,0,0.157921662,1.27E+07,0,1.27E+07,1.27E+07,1.27E+07,1.27E+07,0,1.27E+07,1.27E+07,0,0,0,0,0,0,0,0,0,64,0,0.157921662,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,1460,-1,0,32,0,0,0,0,0,0,0,0,1
11/07/2017 02:37:35,10.42.0.42-52.84.40.10-40519-443-6,10.42.0.42,40519,52.84.40.10,443,6,27,1,1,31,0,31,31,31,0,0,0,0,0,1148148.148,74074.07407,27,0,27,27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,32,32,37037.03704,37037.03704,0,31,20.66666667,17.89785834,320.3333333,0,1,0,0,1,0,0,0,1,31,31,0,32,0,0,0,0,0,0,1,31,1,0,148,148,0,32,0,0,0,0,0,0,0,0,1
11/07/2017 02:37:35,10.42.0.42-52.84.40.10-40522-443-6,10.42.0.42,40522,52.84.40.10,443,6,268,1,1,31,0,31,31,31,0,0,0,0,0,115671.6418,7462.686567,268,0,268,268,0,0,0,0,0,0,0,0,0,0,1,0,0,0,32,32,3731.343284,3731.343284,0,31,20.66666667,17.89785834,320.3333333,0,1,0,0,1,0,0,0,1,31,31,0,32,0,0,0,0,0,0,1,31,1,0,140,140,0,32,0,0,0,0,0,0,0,0,1
11/07/2017 02:37:35,10.42.0.42-52.84.40.10-40522-443-6,10.42.0.42,40522,52.84.40.10,443,6,25074,1,1,0,0,0,0,0,0,0,0,0,0,0,79.76389886,25074,0,25074,25074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,39.88194943,39.88194943,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,1470,140,0,32,0,0,0,0,0,0,0,0,1
11/07/2017 02:37:35,10.42.0.42-52.84.40.10-40519-443-6,52.84.40.10,443,10.42.0.42,40519,6,37290081,1,3,0,0,0,0,0,0,0,0,0,0,0,0.107267131,1.24E+07,2.15E+07,3.72E+07,36,0,0,0,0,0,3.72E+07,1.86E+07,2.63E+07,3.72E+07,36,0,0,0,0,32,108,0.026816783,0.080450348,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,32,0,0,0,0,0,0,1,0,3,0,148,1912,0,32,0,0,0,0,0,0,0,0,1
11/07/2017 02:37:35,220.181.7.190-10.42.0.42-443-34648-6,10.42.0.42,34648,220.181.7.190,443,6,37836369,3,0,0,0,0,0,0,0,0,0,0,0,0,0.079288792,1.89E+07,2.67E+07,3.78E+07,34166,3.78E+07,1.89E+07,2.67E+07,3.78E+07,34166,0,0,0,0,0,0,0,0,0,60,0,0.079288792,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,60,0,0,0,0,0,0,3,0,0,0,1962,-1,0,20,0,0,0,0,0,0,0,0,1
11/07/2017 02:37:36,10.42.0.42-52.84.40.10-40522-443-6,10.42.0.42,40522,52.84.40.10,443,6,37190717,2,0,0,0,0,0,0,0,0,0,0,0,0,0.05377686,3.72E+07,0,3.72E+07,3.72E+07,3.72E+07,3.72E+07,0,3.72E+07,3.72E+07,0,0,0,0,0,0,0,0,0,76,0,0.05377686,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,76,0,0,0,0,0,0,2,0,0,0,1470,-1,0,32,0,0,0,0,0,0,0,0,1
11/07/2017 02:37:39,172.217.12.206-10.42.0.42-443-43975-6,10.42.0.42,43975,172.217.12.206,443,6,334160,17,15,1577,5739,816,0,92.76470588,202.0385265,1418,0,382.6,562.8098892,21893.70362,95.76250898,10779.35484,18382.04609,76659,4,257501,16093.8125,24421.75394,68742,89,296804,21200.28571,31659.2788,89413,4,0,0,0,0,552,488,50.87383289,44.88867608,0,1418,221.6969697,426.0200615,181493.0928,0,0,0,1,0,0,0,0,0,228.625,92.76470588,382.6,552,0,0,0,0,0,0,17,1577,15,5739,65535,361,9,32,0,0,0,0,0,0,0,0,1
11/07/2017 02:37:45,10.42.0.42-103.235.46.39-35444-80-6,10.42.0.42,35444,103.235.46.39,80,6,27973466,2,0,0,0,0,0,0,0,0,0,0,0,0,0.071496324,2.80E+07,0,2.80E+07,2.80E+07,2.80E+07,2.80E+07,0,2.80E+07,2.80E+07,0,0,0,0,0,0,0,0,0,40,0,0.071496324,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,1396,-1,0,20,0,0,0,0,0,0,0,0,1
11/07/2017 02:37:51,157.240.2.20-10.42.0.42-443-39221-6,10.42.0.42,39221,157.240.2.20,443,6,194208,2,9,1743,5918,1398,345,871.5,744.5834406,1398,0,657.5555556,676.2179958,39447.39661,56.64030318,19420.8,49203.09085,156353,9,2106,2106,0,2106,2106,158854,19856.75,55156.8972,156353,9,0,0,0,0,64,288,10.29823694,46.34206624,0,1398,754.9166667,656.3412996,430783.9015,0,0,0,0,1,0,0,0,4,823.5454545,871.5,657.5555556,64,0,0,0,0,0,0,2,1743,9,5918,2235,212,1,32,0,0,0,0,0,0,0,0,1
11/07/2017 02:37:51,192.44.68.6-10.42.0.42-80-59679-6,10.42.0.42,59679,192.44.68.6,80,6,65619631,17,21,2048,19879,512,0,120.4705882,223.8655058,1448,0,946.6190476,605.8982981,334.1530525,0.579094997,1773503.541,8456751.715,5.10E+07,4,6.56E+07,4101226.937,1.27E+07,5.10E+07,6,6.56E+07,3278237.9,1.14E+07,5.11E+07,4,1,0,0,0,544,672,0.259068814,0.320026182,0,1448,575.3589744,619.0046121,383166.7099,0,1,0,0,1,0,0,0,1,590.5,120.4705882,946.6190476,544,0,0,0,0,0,0,17,2048,21,19879,2274,151,3,32,387515.6667,51605.77685,428550,329578,2.14E+07,2.56E+07,5.10E+07,6588696,1
11/07/2017 02:37:51,10.42.0.1-10.42.0.42-53-39848-17,10.42.0.42,39848,10.42.0.1,53,17,60889,1,1,39,55,39,39,39,0,55,55,55,0,1543.792803,32.84665539,60889,0,60889,60889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,40,16.42332769,16.42332769,39,55,44.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,66.5,39,55,20,0,0,0,0,0,0,1,39,1,55,-1,-1,0,20,0,0,0,0,0,0,0,0,1
11/07/2017 02:37:51,10.42.0.1-10.42.0.42-53-12363-17,10.42.0.42,12363,10.42.0.1,53,17,61036,1,1,47,175,47,47,47,0,175,175,175,0,3637.197719,32.76754702,61036,0,61036,61036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,16.38377351,16.38377351,47,175,89.66666667,73.90083446,5461.333333,0,0,0,0,0,0,0,0,1,134.5,47,175,20,0,0,0,0,0,0,1,47,1,175,-1,-1,0,20,0,0,0,0,0,0,0,0,1
11/07/2017 02:37:52,10.42.0.42-111.202.114.77-40317-443-6,10.42.0.42,40317,111.202.114.77,443,6,20927175,3,0,0,0,0,0,0,0,0,0,0,0,0,0.143354275,1.05E+07,1.47E+07,2.09E+07,34912,2.09E+07,1.05E+07,1.47E+07,2.09E+07,34912,0,0,0,0,0,0,0,0,0,60,0,0.143354275,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,60,0,0,0,0,0,0,3,0,0,0,1643,-1,0,20,0,0,0,0,0,0,0,0,1
11/07/2017 02:37:52,10.42.0.42-31.13.71.7-47892-443-6,10.42.0.42,47892,31.13.71.7,443,6,65207193,37,56,913,63426,517,0,24.67567568,97.61803512,1398,0,1132.607143,529.450476,986.6856253,1.426223024,708773.837,6769087.726,6.49E+07,1,277364,7704.555556,15705.26976,44113,5,6.52E+07,1184853.327,8755616.094,6.49E+07,1,0,0,0,0,1192,1800,0.567422063,0.858800961,0,1398,684.4574468,684.5648122,468628.982,0,0,0,1,0,0,0,0,1,691.8172043,24.67567568,1132.607143,1192,0,0,0,0,0,0,37,913,56,63426,65535,118,4,32,277364,0,277364,277364,6.49E+07,0,6.49E+07,6.49E+07,1
11/07/2017 02:37:52,10.42.0.42-52.84.40.44-51802-443-6,10.42.0.42,51802,52.84.40.44,443,6,278962,11,11,597,9586,236,0,54.27272727,97.15769749,1448,0,871.4545455,672.1476569,36503.17964,78.8637879,13283.90476,22312.24321,89373,11,278962,27896.2,27470.52675,89373,198,206611,20661.1,39954.70529,125024,11,0,0,0,0,360,360,39.43189395,39.43189395,0,1448,442.7391304,621.2148082,385907.8379,0,0,0,1,0,0,0,0,1,462.8636364,54.27272727,871.4545455,360,0,0,0,0,0,0,11,597,11,9586,65535,122,3,32,0,0,0,0,0,0,0,0,1
11/07/2017 02:37:52,10.42.0.42-52.84.40.44-47432-443-6,10.42.0.42,47432,52.84.40.44,443,6,334694,51,104,597,145116,236,0,11.70588235,48.9507075,1448,0,1395.346154,251.3845841,435361.8529,463.1095867,2173.337662,9338.444583,94440,1,334694,6693.88,16557.68496,94440,5,299292,2905.747573,13968.02342,127658,3,0,0,0,0,1640,3336,152.377993,310.7315936,0,1448,934.0576923,686.35787,471087.1257,0,0,0,1,0,0,0,0,2,940.083871,11.70588235,1395.346154,1640,0,0,0,0,0,0,51,597,104,145116,65535,122,3,32,0,0,0,0,0,0,0,0,1
11/07/2017 02:37:52,10.42.0.42-31.13.71.7-53373-443-6,10.42.0.42,53373,31.13.71.7,443,6,65619007,28,50,1380,53625,517,0,49.28571429,124.717416,1398,0,1072.5,547.2325644,838.247979,1.188679981,852194.8961,6652195.982,5.80E+07,2,6.56E+07,2430333.593,1.12E+07,5.80E+07,2,6.55E+07,1337628.184,8336411.978,5.81E+07,2,0,0,0,0,904,1608,0.426705634,0.761974347,0,1398,696.2658228,663.8698264,440723.1464,0,0,0,1,0,0,0,0,1,705.1923077,49.28571429,1072.5,904,0,0,0,0,0,0,28,1380,50,53625,65535,126,6,32,120881.5,121770.1517,206986,34777,3.26E+07,3.59E+07,5.80E+07,7282316,1
